t,phase,method,p_true,coverage,avg_length,reject_rate,lb_mean,ub_mean,lb_var,ub_var,len_mean,len_var,T,T0,n,p_hat,delta,n_sim,conf_level,alpha_nominal,scenario,scenario_n,scenario_p
38,post_drift,cp,0.013181818181818182,0.967,0.0045716346192066675,0.852,0.011041499213253652,0.015613133832460251,1.000134327734046e-06,1.3994041422121187e-06,0.0045716346192066675,3.347992721848485e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
39,post_drift,cp,0.013409090909090909,0.961,0.0046125210835768074,0.89,0.011268045624609853,0.015880566708186605,1.0877239968680571e-06,1.5156376540906638e-06,0.0046125210835768074,3.5439799550001115e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
40,post_drift,cp,0.013636363636363637,0.95,0.0046513167119138785,0.925,0.01148554311499118,0.016136859826905003,1.1822716765469443e-06,1.6426460498729367e-06,0.0046513167119138785,3.780226060205326e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
41,post_drift,cp,0.013863636363636364,0.961,0.004687499696919472,0.948,0.011685853993890891,0.016373353690810333,1.0754702805657501e-06,1.4897071408534945e-06,0.004687499696919472,3.370082903993732e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
42,post_drift,cp,0.014090909090909091,0.955,0.0047250543995473885,0.966,0.011900275279752482,0.016625329679299857,1.156842475755947e-06,1.6000481422433232e-06,0.0047250543995473885,3.589437624292892e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
43,post_drift,cp,0.014318181818181818,0.96,0.00476810869758685,0.973,0.012146331830994577,0.016914440528581418,1.163294356343298e-06,1.603251694095773e-06,0.00476810869758685,3.524378656789018e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
44,post_drift,cp,0.014545454545454545,0.964,0.004803700572912391,0.987,0.012350939691495588,0.01715464026440798,1.1362629644845218e-06,1.560376067977654e-06,0.004803700572912391,3.358838034969562e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
45,post_drift,cp,0.014772727272727272,0.971,0.00482960566248663,0.992,0.012501517140261367,0.017331122802747994,1.128014530690758e-06,1.5476775571933118e-06,0.00482960566248663,3.314090297757013e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
46,post_drift,cp,0.015,0.959,0.004873514990843578,0.994,0.012760543574191551,0.017634058565035176,1.2084521953212193e-06,1.6519145090323323e-06,0.004873514990843578,3.461700680670372e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
47,post_drift,cp,0.015227272727272728,0.962,0.004896876142802525,0.994,0.012897499796416776,0.01779437593921936,1.151794490382869e-06,1.5720006707925548e-06,0.004896876142802525,3.263932244965806e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
48,post_drift,cp,0.015454545454545453,0.941,0.004925421955267048,0.999,0.013071349306969437,0.017996771262236526,1.3522149618216549e-06,1.8422046907987078e-06,0.004925421955267048,3.7835890598295204e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
49,post_drift,cp,0.015681818181818182,0.965,0.004967202583943426,1.0,0.013319045808863669,0.01828624839280712,1.2065331653156233e-06,1.6387716164222195e-06,0.004967202583943426,3.304818808599273e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
50,post_drift,cp,0.015909090909090907,0.959,0.004996907239750388,0.999,0.01349941277353121,0.018496320013281626,1.237366287931425e-06,1.6777489741905604e-06,0.004996907239750388,3.348355645954739e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
51,post_drift,cp,0.016136363636363636,0.965,0.005031207996786405,0.999,0.013708769145988231,0.018739977142774648,1.2414886141622029e-06,1.6813403713995898e-06,0.005031207996786405,3.330920105802513e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
52,post_drift,cp,0.016363636363636365,0.961,0.0050761248796144486,1.0,0.01398808812645806,0.019064213006072545,1.406641522932019e-06,1.8973878920882942e-06,0.0050761248796144486,3.667690207538791e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
53,post_drift,cp,0.01659090909090909,0.954,0.005116501691043987,1.0,0.014237989620452257,0.019354491311496292,1.3616515444269338e-06,1.8302369710662789e-06,0.005116501691043987,3.460971454599229e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
54,post_drift,cp,0.01681818181818182,0.956,0.005139713629930878,1.0,0.01438482016639725,0.019524533796328104,1.4303274682362754e-06,1.922635884083954e-06,0.005139713629930878,3.63720023736119e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
55,post_drift,cp,0.017045454545454544,0.95,0.005173507033957742,1.0,0.014597931004059215,0.019771438038016922,1.442017467006483e-06,1.9339289350270685e-06,0.005173507033957742,3.606402307039183e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
56,post_drift,cp,0.017272727272727273,0.946,0.005202546791428829,1.0,0.014784331374207553,0.019986878165636376,1.5591124990598079e-06,2.087361401564825e-06,0.005202546791428829,3.8499170048576374e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
57,post_drift,cp,0.0175,0.939,0.005242641569809435,1.0,0.015041473866328625,0.020284115436138075,1.6039560632843453e-06,2.141228175911317e-06,0.005242641569809435,3.877260289158422e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
58,post_drift,cp,0.017727272727272727,0.966,0.0052686008135383955,1.0,0.015205923174825244,0.020474523988363618,1.4383207233798021e-06,1.9177033746650327e-06,0.0052686008135383955,3.443726033012018e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
59,post_drift,cp,0.017954545454545456,0.956,0.005303964135107247,1.0,0.015435644113782655,0.0207396082488899,1.4550497013088835e-06,1.935310240624153e-06,0.005303964135107247,3.421395671024543e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
60,post_drift,cp,0.01818181818181818,0.952,0.00533777514320609,1.0,0.01566014498410097,0.020997920127307057,1.6484850646154088e-06,2.189624152787277e-06,0.00533777514320609,3.836827811930273e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
61,post_drift,cp,0.01840909090909091,0.964,0.005358660742044166,1.0,0.01579424481653379,0.021152905558577927,1.4607796250753298e-06,1.936342115335264e-06,0.005358660742044166,3.3476628616506263e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
62,post_drift,cp,0.01863636363636364,0.953,0.005410670685405066,1.0,0.01614079565307137,0.021551466338476443,1.553224993618141e-06,2.0533732333765124e-06,0.005410670685405066,3.487387621826173e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
63,post_drift,cp,0.018863636363636364,0.971,0.005419203092753348,1.0,0.016198005742060585,0.021617208834813866,1.570078671129507e-06,2.074293074138438e-06,0.005419203092753348,3.5071376425852826e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
64,post_drift,cp,0.019090909090909092,0.946,0.005447197074496224,1.0,0.016386630891942335,0.021833827966438533,1.6274826478672867e-06,2.1471954696550884e-06,0.005447197074496224,3.597675897646797e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
65,post_drift,cp,0.019318181818181818,0.952,0.005504486542632578,1.0,0.01677442654637524,0.022278913089007826,1.6516239724432419e-06,2.1699697096411435e-06,0.005504486542632578,3.5340475615426055e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
66,post_drift,cp,0.019545454545454546,0.941,0.005515584380057328,1.0,0.01685174646051335,0.022367330840570646,1.7482649511974132e-06,2.2974598000649474e-06,0.005515584380057328,3.7477316413871674e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
67,post_drift,cp,0.019772727272727275,0.961,0.0055477427999488975,1.0,0.01706897773659478,0.022616720536543636,1.558946137749013e-06,2.04485670398638e-06,0.0055477427999488975,3.292955620979248e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
68,post_drift,cp,0.02,0.944,0.00559130579370063,1.0,0.01737207384338139,0.02296337963708203,1.7072237729339823e-06,2.2348837795693223e-06,0.00559130579370063,3.5503103875144965e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
1,pre_drift,normal,0.01,0.941,0.0038838131421426426,0.059,0.007998393428928687,0.011882206571071354,8.013311637061255e-07,1.1810599764605937e-06,0.0038838131421426426,3.675864033550817e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
2,pre_drift,normal,0.01,0.937,0.0038846496944474214,0.063,0.008002775152776287,0.011887424847223736,8.147958847000322e-07,1.2013676815852015e-06,0.0038846496944474214,3.746317257217148e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
3,pre_drift,normal,0.01,0.944,0.003899060545126477,0.056,0.00806986972743676,0.011968930272563256,8.104472200384007e-07,1.1944753920747073e-06,0.003899060545126477,3.719066422774964e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
4,pre_drift,normal,0.01,0.957,0.003894620902374499,0.043,0.008047789548812764,0.011942410451187295,7.714628920170853e-07,1.1364260783371062e-06,0.003894620902374499,3.527398071190277e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
5,pre_drift,normal,0.01,0.944,0.0038952331009409914,0.056,0.00805178344952952,0.011947016550470506,8.037730006883872e-07,1.1849256738121188e-06,0.0038952331009409914,3.691878900245289e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
6,pre_drift,normal,0.01,0.938,0.003893955819718305,0.062,0.008046222090140854,0.011940177909859174,8.124084668860118e-07,1.198816225093615e-06,0.003893955819718305,3.751434396074299e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
7,pre_drift,normal,0.01,0.952,0.0039048791541062998,0.048,0.008096860422946854,0.012001739577053163,8.095414674385795e-07,1.191301248629228e-06,0.0039048791541062998,3.6807392137215035e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
8,pre_drift,normal,0.01,0.948,0.0038907926730433013,0.052,0.008031703663478345,0.011922496336521668,8.227726538985848e-07,1.21341585336676e-06,0.0038907926730433013,3.787465453220843e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
9,pre_drift,normal,0.01,0.963,0.003891791810113384,0.037,0.00803530409494333,0.01192709590505673,7.90086182733907e-07,1.1650143117168167e-06,0.003891791810113384,3.63347489043392e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
10,pre_drift,normal,0.01,0.96,0.003894919097731934,0.04,0.008048840451134045,0.011943759548865979,7.555562549524072e-07,1.1143499695335536e-06,0.003894919097731934,3.478720897361381e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
11,pre_drift,normal,0.01,0.945,0.0039048025137943905,0.055,0.00809679874310282,0.012001601256897228,8.13739563462087e-07,1.1988424105540448e-06,0.0039048025137943905,3.7246508035068836e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
12,pre_drift,normal,0.01,0.934,0.003898112215565392,0.066,0.008066643892217323,0.011964756107782717,8.49349158744416e-07,1.251688025966514e-06,0.003898112215565392,3.8940329424301493e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
13,pre_drift,normal,0.01,0.949,0.0038934527418033847,0.051,0.008043273629098315,0.011936726370901712,7.948275853795724e-07,1.1725357014578518e-06,0.0038934527418033847,3.664657367706992e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
14,pre_drift,normal,0.01,0.949,0.0038985307906601045,0.051,0.008066234604669962,0.011964765395330082,7.748446066162165e-07,1.141892877654484e-06,0.0038985307906601045,3.551596854413929e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
15,pre_drift,normal,0.01,0.952,0.0039003316276314272,0.048,0.008075234186184282,0.01197556581381575,7.918920310302725e-07,1.1672709109209725e-06,0.0039003316276314272,3.634652390501687e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
16,pre_drift,normal,0.01,0.941,0.0038887707337507734,0.059,0.008021314633124622,0.011910085366875408,7.926124578573807e-07,1.1689813252752036e-06,0.0038887707337507734,3.649352626728041e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
17,pre_drift,normal,0.01,0.955,0.003900879003191644,0.045,0.00807716049840419,0.011978039501595837,7.732876792066699e-07,1.1395009515527182e-06,0.003900879003191644,3.5424301520361635e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
18,pre_drift,normal,0.01,0.955,0.003907309658945104,0.045,0.00810754517052745,0.012014854829472567,7.859373028753971e-07,1.1568626399988081e-06,0.003907309658945104,3.57816457500705e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
19,pre_drift,normal,0.01,0.952,0.0038832514875977125,0.048,0.00799477425620116,0.011878025743798887,7.719176672756203e-07,1.1370840686030577e-06,0.0038832514875977125,3.530331175996235e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
20,pre_drift,normal,0.01,0.932,0.00389931193710037,0.068,0.00807314403144982,0.011972455968550217,8.805272599145806e-07,1.2967823658212936e-06,0.00389931193710037,4.02186114741698e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
21,pre_drift,normal,0.01,0.945,0.0038951964491402277,0.055,0.00805030177542989,0.01194549822457014,7.652639004861097e-07,1.1274165686641843e-06,0.0038951964491402277,3.5018578302677835e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
22,pre_drift,normal,0.01,0.941,0.0038855924664051834,0.059,0.008006103766797409,0.011891696233202614,7.811975339517928e-07,1.1518818978616932e-06,0.0038855924664051834,3.592370362864843e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
23,pre_drift,normal,0.01,0.946,0.0038878526146864695,0.054,0.008016773692656782,0.01190462630734326,7.825451178738074e-07,1.1546469884355466e-06,0.0038878526146864695,3.612217262142988e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
24,pre_drift,normal,0.01,0.955,0.00389736304666347,0.045,0.008060318476668275,0.01195768152333176,7.602058407904028e-07,1.1203818120889063e-06,0.00389736304666347,3.4859305760297994e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
25,post_drift,normal,0.010227272727272727,0.925,0.003934219457678139,0.062,0.008237790271160946,0.01217200972883908,9.055184290859754e-07,1.3308116863751656e-06,0.003934219457678139,4.087627092407356e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
26,post_drift,normal,0.010454545454545454,0.941,0.003978912571240429,0.061,0.008448243714379793,0.012427156285620229,8.635032330026e-07,1.261369482631028e-06,0.003978912571240429,3.7630591269146387e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
27,post_drift,normal,0.010681818181818181,0.936,0.004025275318485569,0.089,0.008672662340757236,0.012697937659242783,9.110163404483682e-07,1.325966709362508e-06,0.004025275318485569,3.8870459622962505e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
28,post_drift,normal,0.01090909090909091,0.943,0.004072928156397191,0.127,0.00890523592180142,0.012978164078198594,9.265897448785805e-07,1.3419540078772802e-06,0.004072928156397191,3.8403065513622066e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
29,post_drift,normal,0.011136363636363637,0.946,0.004106835292943126,0.163,0.00907148235352845,0.013178317646471555,8.974643421425784e-07,1.295074958364311e-06,0.004106835292943126,3.639864101474751e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
30,post_drift,normal,0.011363636363636364,0.941,0.0041507055970378655,0.237,0.009291747201481078,0.013442452798518936,9.534249267731463e-07,1.370783800821307e-06,0.0041507055970378655,3.7827095190635365e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
31,post_drift,normal,0.011590909090909091,0.955,0.00419519479208463,0.315,0.009515902603957693,0.013711097396042305,9.41347134600365e-07,1.3481005095926477e-06,0.00419519479208463,3.646428838682432e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
32,post_drift,normal,0.011818181818181818,0.951,0.004232819486678307,0.385,0.009708790256660858,0.013941609743339143,9.766900856518967e-07,1.3934854566290567e-06,0.004232819486678307,3.697124456262396e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
33,post_drift,normal,0.012045454545454545,0.944,0.004278435947435265,0.475,0.009945982026282375,0.014224417973717618,1.0439719785461756e-06,1.483508381735837e-06,0.004278435947435265,3.855688056494155e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
34,post_drift,normal,0.012272727272727274,0.966,0.004312156112290589,0.542,0.010121121943854705,0.014433278056145296,1.014652577352386e-06,1.4375349456780798e-06,0.004312156112290589,3.6774406062524504e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
35,post_drift,normal,0.0125,0.953,0.004352940457953982,0.606,0.010336429771023024,0.014689370228977023,1.032438711096842e-06,1.4571983135304293e-06,0.004352940457953982,3.653968925810435e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
36,post_drift,normal,0.012727272727272728,0.958,0.004396501955257841,0.721,0.01056784902237108,0.01496435097762894,1.0015052286371784e-06,1.4087608380299185e-06,0.004396501955257841,3.4688973336169995e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
37,post_drift,normal,0.012954545454545455,0.945,0.004417985155784614,0.748,0.010684607422107698,0.01510259257789232,1.0532655177814318e-06,1.479232319313476e-06,0.004417985155784614,3.611951419221784e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
