t,phase,method,p_true,coverage,avg_length,reject_rate,lb_mean,ub_mean,lb_var,ub_var,len_mean,len_var,T,T0,n,p_hat,delta,n_sim,conf_level,alpha_nominal,scenario,scenario_n,scenario_p
27,post_drift,jeffreys,0.010681818181818181,0.978,0.04335886809355453,0.022,0.0021684331438786755,0.04552730123743303,9.302702127123417e-06,0.0003293562871171658,0.04335886809355453,0.0002381015101942587,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
28,post_drift,jeffreys,0.01090909090909091,0.981,0.043133590663049885,0.019,0.002175196886389404,0.045308787549439136,9.434531160189398e-06,0.00033890743824271973,0.043133590663049885,0.0002452171890532839,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
29,post_drift,jeffreys,0.011136363636363637,0.976,0.04407917557516227,0.024,0.0023158736355535186,0.04639504921071562,9.771701223077256e-06,0.00034089265374319996,0.04407917557516227,0.00024539940547789723,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
30,post_drift,jeffreys,0.011363636363636364,0.976,0.04408797230519406,0.024,0.002328036843943276,0.0464160091491372,9.699749741953112e-06,0.00034334645711825255,0.04408797230519406,0.0002475813948773673,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
31,post_drift,jeffreys,0.011590909090909091,0.974,0.04373683465578366,0.026,0.0022774204509576164,0.046014255106741044,9.992276449437833e-06,0.0003442469623968756,0.04373683465578366,0.00024731149321834665,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
32,post_drift,jeffreys,0.011818181818181818,0.964,0.04546978436158895,0.036,0.002631202324421047,0.04810098668600985,1.2148265091904396e-05,0.00036970183897592655,0.04546978436158895,0.0002589438472777464,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
33,post_drift,jeffreys,0.012045454545454545,0.958,0.046441657134365405,0.042,0.0028535471998624522,0.049295204334227655,1.3407403703025262e-05,0.0003863239014737529,0.046441657134365405,0.0002676792390202331,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
34,post_drift,jeffreys,0.012272727272727274,0.962,0.04495153352805355,0.038,0.002532136106871659,0.04748366963492504,1.1969537731819523e-05,0.0003656553484500647,0.04495153352805355,0.0002566768882646584,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
35,post_drift,jeffreys,0.0125,0.954,0.046285241186047626,0.046,0.0028759243559152736,0.0491611655419627,1.5258308755154363e-05,0.000402453340940123,0.046285241186047626,0.000274349910090677,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
36,post_drift,jeffreys,0.012727272727272728,0.966,0.04609464767829175,0.034,0.0027436925914918198,0.048838340269783447,1.3688451962591242e-05,0.0003752591700068083,0.04609464767829175,0.0002586126490749076,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
37,post_drift,jeffreys,0.012954545454545455,0.953,0.04642760647519021,0.047,0.0028504530151802284,0.04927805949037019,1.3077528199173319e-05,0.00038543258004270636,0.04642760647519021,0.00026766928121849934,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
38,post_drift,jeffreys,0.013181818181818182,0.955,0.04710958191571142,0.045,0.0029645109363018556,0.05007409285201315,1.537365796622211e-05,0.000388856230580274,0.04710958191571142,0.00026287647377769936,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
39,post_drift,jeffreys,0.013409090909090909,0.957,0.04657418945688913,0.043,0.0029039003637108527,0.04947808982059978,1.386676094192394e-05,0.0003939262654887566,0.04657418945688913,0.0002721661273957692,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
40,post_drift,jeffreys,0.013636363636363637,0.957,0.047394343162077864,0.043,0.003062540888221495,0.05045688405029906,1.540572952474167e-05,0.00039968795555386186,0.047394343162077864,0.00027153021092567,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
41,post_drift,jeffreys,0.013863636363636364,0.984,0.04812093769639032,0.05,0.0031997002299168297,0.051320637926306985,1.6399919661645554e-05,0.0004016669636332502,0.04812093769639032,0.0002687066426716603,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
42,post_drift,jeffreys,0.014090909090909091,0.986,0.048271806142901774,0.065,0.003181644125557531,0.05145345026845918,1.64005283857601e-05,0.00039052947635750566,0.048271806142901774,0.0002592863734703953,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
43,post_drift,jeffreys,0.014318181818181818,0.984,0.0485410778012894,0.064,0.0033814727009324787,0.05192255050222174,1.8833666420315396e-05,0.0004305019328454929,0.0485410778012894,0.00028351469853600325,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
44,post_drift,jeffreys,0.014545454545454545,0.982,0.04932444893955599,0.066,0.003616006167269926,0.05294045510682572,2.070800434307169e-05,0.0004521306704378717,0.04932444893955599,0.0002949379161320846,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
