n,p_true,np_target,rho,method,coverage,avg_length,reject_star_rate,conf_level,n_sim
50,0.08,4.0,0.05,jeffreys,0.751,0.13692171306293646,0.249,0.95,5000
50,0.08,4.0,0.05,cp,0.751,0.1560371853201106,0.249,0.95,5000
50,0.08,4.0,0.05,normal,0.632,0.12318562257976652,0.368,0.95,5000
50,0.08,4.0,0.1,jeffreys,0.6116,0.1272980734363438,0.3884,0.95,5000
50,0.08,4.0,0.1,cp,0.6116,0.14683458203881006,0.3884,0.95,5000
50,0.08,4.0,0.1,normal,0.481,0.10868518109276551,0.519,0.95,5000
50,0.08,4.0,0.15,jeffreys,0.5046,0.12341165481032113,0.4954,0.95,5000
50,0.08,4.0,0.15,cp,0.5046,0.14326943700702258,0.4954,0.95,5000
50,0.08,4.0,0.15,normal,0.3988,0.10213817480088444,0.6012,0.95,5000
50,0.08,4.0,0.2,jeffreys,0.4042,0.11398889091695102,0.5958,0.95,5000
50,0.08,4.0,0.2,cp,0.4042,0.13424117189612667,0.5958,0.95,5000
50,0.08,4.0,0.2,normal,0.3082,0.08855259058327729,0.6918,0.95,5000
50,0.1,5.0,0.0,jeffreys,0.9434,0.16204704866940783,0.0566,0.95,5000
50,0.1,5.0,0.0,cp,0.9712,0.1807383412502703,0.0288,0.95,5000
50,0.1,5.0,0.0,normal,0.8798,0.15890576200111212,0.1202,0.95,5000
50,0.1,5.0,0.01,jeffreys,0.8714,0.15916860562003918,0.1286,0.95,5000
50,0.1,5.0,0.01,cp,0.9272,0.17788750648770932,0.0728,0.95,5000
50,0.1,5.0,0.01,normal,0.796,0.15431169959124721,0.204,0.95,5000
50,0.1,5.0,0.02,jeffreys,0.8048,0.1573586617158145,0.1952,0.95,5000
50,0.1,5.0,0.02,cp,0.883,0.17612328607569033,0.117,0.95,5000
50,0.1,5.0,0.02,normal,0.7228,0.15118114394922155,0.2772,0.95,5000
50,0.1,5.0,0.05,jeffreys,0.681,0.15220429066121557,0.319,0.95,5000
50,0.1,5.0,0.05,cp,0.7902,0.17114630765584765,0.2098,0.95,5000
50,0.1,5.0,0.05,normal,0.5934,0.1429332988016177,0.4066,0.95,5000
50,0.1,5.0,0.1,jeffreys,0.5292,0.14325473151310225,0.4708,0.95,5000
50,0.1,5.0,0.1,cp,0.6582,0.162549466333076,0.3418,0.95,5000
50,0.1,5.0,0.1,normal,0.4522,0.12934057426167064,0.5478,0.95,5000
50,0.1,5.0,0.15,jeffreys,0.4172,0.1362476446125213,0.5828,0.95,5000
50,0.1,5.0,0.15,cp,0.5526,0.15585295368063223,0.4474,0.95,5000
50,0.1,5.0,0.15,normal,0.3542,0.11875007073141772,0.6458,0.95,5000
50,0.1,5.0,0.2,jeffreys,0.3546,0.12748912299679654,0.6454,0.95,5000
50,0.1,5.0,0.2,cp,0.4866,0.14736198055561067,0.5134,0.95,5000
50,0.1,5.0,0.2,normal,0.2906,0.10653231227524741,0.7094,0.95,5000
50,0.12,6.0,0.0,jeffreys,0.9492,0.17438465253366434,0.0508,0.95,5000
50,0.12,6.0,0.0,cp,0.9666,0.19309303966923175,0.0334,0.95,5000
50,0.12,6.0,0.0,normal,0.9258,0.17347836486136026,0.0742,0.95,5000
50,0.12,6.0,0.01,jeffreys,0.9086,0.1732481466034759,0.0914,0.95,5000
50,0.12,6.0,0.01,cp,0.935,0.19195904986643644,0.065,0.95,5000
50,0.12,6.0,0.01,normal,0.8718,0.17151319349545002,0.1282,0.95,5000
50,0.12,6.0,0.02,jeffreys,0.8514,0.16979228155061038,0.1486,0.95,5000
50,0.12,6.0,0.02,cp,0.8846,0.18852041314271614,0.1154,0.95,5000
50,0.12,6.0,0.02,normal,0.8044,0.16662859981356073,0.1956,0.95,5000
50,0.12,6.0,0.05,jeffreys,0.7252,0.16518064941951702,0.2748,0.95,5000
50,0.12,6.0,0.05,cp,0.759,0.18402890962385568,0.241,0.95,5000
50,0.12,6.0,0.05,normal,0.6568,0.15921019726890384,0.3432,0.95,5000
50,0.12,6.0,0.1,jeffreys,0.5812,0.1569486020226266,0.4188,0.95,5000
50,0.12,6.0,0.1,cp,0.6102,0.1760451148855982,0.3898,0.95,5000
50,0.12,6.0,0.1,normal,0.5092,0.14680358586917006,0.4908,0.95,5000
50,0.12,6.0,0.15,jeffreys,0.4868,0.14774970712600818,0.5132,0.95,5000
50,0.12,6.0,0.15,cp,0.5172,0.16713917367152473,0.4828,0.95,5000
50,0.12,6.0,0.15,normal,0.4232,0.13380579508756837,0.5768,0.95,5000
50,0.12,6.0,0.2,jeffreys,0.4014,0.14062909274068305,0.5986,0.95,5000
50,0.12,6.0,0.2,cp,0.426,0.16029656860830452,0.574,0.95,5000
50,0.12,6.0,0.2,normal,0.3416,0.12335900987196041,0.6584,0.95,5000
50,0.15,7.5,0.0,jeffreys,0.955,0.19170663908264293,0.045,0.95,5000
50,0.15,7.5,0.0,cp,0.9718,0.21044892970838755,0.0282,0.95,5000
50,0.15,7.5,0.0,normal,0.9374,0.19313026623057525,0.0626,0.95,5000
50,0.15,7.5,0.01,jeffreys,0.9118,0.1899958876273935,0.0882,0.95,5000
50,0.15,7.5,0.01,cp,0.9356,0.20873502147945788,0.0644,0.95,5000
50,0.15,7.5,0.01,normal,0.887,0.19082242580615774,0.113,0.95,5000
50,0.15,7.5,0.02,jeffreys,0.8616,0.18850914298782545,0.1384,0.95,5000
50,0.15,7.5,0.02,cp,0.8894,0.20724611923604055,0.1106,0.95,5000
50,0.15,7.5,0.02,normal,0.8302,0.18874815251261504,0.1698,0.95,5000
50,0.15,7.5,0.05,jeffreys,0.7246,0.18300831542953092,0.2754,0.95,5000
50,0.15,7.5,0.05,cp,0.7542,0.20179818567462002,0.2458,0.95,5000
50,0.15,7.5,0.05,normal,0.6752,0.1807755359317022,0.3248,0.95,5000
50,0.15,7.5,0.1,jeffreys,0.5676,0.17399600756970485,0.4324,0.95,5000
50,0.15,7.5,0.1,cp,0.597,0.1929402411249126,0.403,0.95,5000
50,0.15,7.5,0.1,normal,0.5218,0.16797969704772858,0.4782,0.95,5000
50,0.15,7.5,0.15,jeffreys,0.4858,0.16575025067312635,0.5142,0.95,5000
50,0.15,7.5,0.15,cp,0.5148,0.1848745320504692,0.4852,0.95,5000
50,0.15,7.5,0.15,normal,0.4362,0.15663665959771025,0.5638,0.95,5000
50,0.15,7.5,0.2,jeffreys,0.4024,0.1584669143520673,0.5976,0.95,5000
50,0.15,7.5,0.2,cp,0.4252,0.17784591246304776,0.5748,0.95,5000
50,0.15,7.5,0.2,normal,0.3624,0.14620195482003134,0.6376,0.95,5000
50,0.2,10.0,0.0,jeffreys,0.947,0.21470161807661176,0.053,0.95,5000
50,0.2,10.0,0.0,cp,0.9634,0.2334808559543557,0.0366,0.95,5000
50,0.2,10.0,0.0,normal,0.9366,0.21800971366155367,0.0634,0.95,5000
50,0.2,10.0,0.01,jeffreys,0.8998,0.21330818107344882,0.1002,0.95,5000
50,0.2,10.0,0.01,cp,0.9232,0.23208228523495777,0.0768,0.95,5000
50,0.2,10.0,0.01,normal,0.8802,0.21642550068077365,0.1198,0.95,5000
50,0.2,10.0,0.02,jeffreys,0.8354,0.21166054659905134,0.1646,0.95,5000
50,0.2,10.0,0.02,cp,0.8622,0.23043238282760473,0.1378,0.95,5000
50,0.2,10.0,0.02,normal,0.8092,0.21436898535170618,0.1908,0.95,5000
50,0.2,10.0,0.05,jeffreys,0.7098,0.2066195076100526,0.2902,0.95,5000
50,0.2,10.0,0.05,cp,0.7448,0.22538870825116913,0.2552,0.95,5000
50,0.2,10.0,0.05,normal,0.6772,0.20813810038951042,0.3228,0.95,5000
50,0.2,10.0,0.1,jeffreys,0.5634,0.1975371158950817,0.4366,0.95,5000
50,0.2,10.0,0.1,cp,0.5922,0.21636133486642406,0.4078,0.95,5000
50,0.2,10.0,0.1,normal,0.5288,0.19657944820668363,0.4712,0.95,5000
50,0.2,10.0,0.15,jeffreys,0.4664,0.19077891458333895,0.5336,0.95,5000
50,0.2,10.0,0.15,cp,0.4924,0.20971303505993133,0.5076,0.95,5000
50,0.2,10.0,0.15,normal,0.4282,0.18725409921801595,0.5718,0.95,5000
50,0.2,10.0,0.2,jeffreys,0.3982,0.18148070956690887,0.6018,0.95,5000
50,0.2,10.0,0.2,cp,0.421,0.2005605269350036,0.579,0.95,5000
50,0.2,10.0,0.2,normal,0.3708,0.17513101057210367,0.6292,0.95,5000
100,1e-05,0.001,0.0,jeffreys,0.9988,0.024764320849701447,0.0012,0.95,5000
100,1e-05,0.001,0.0,cp,0.9988,0.03623828010123765,0.0012,0.95,5000
100,1e-05,0.001,0.0,normal,0.0012,3.540167450158545e-05,0.9988,0.95,5000
100,1e-05,0.001,0.01,jeffreys,0.9992,0.024761271778807117,0.0008,0.95,5000
100,1e-05,0.001,0.01,cp,0.9992,0.03623603225096746,0.0008,0.95,5000
100,1e-05,0.001,0.01,normal,0.0008,3.0387733442067096e-05,0.9992,0.95,5000
100,1e-05,0.001,0.02,jeffreys,0.9994,0.024768440235907477,0.0006,0.95,5000
100,1e-05,0.001,0.02,cp,0.9994,0.03624362297139514,0.0006,0.95,5000
100,1e-05,0.001,0.02,normal,0.0004,3.9261365231165335e-05,0.9996,0.95,5000
100,1e-05,0.001,0.05,jeffreys,0.9992,0.024770806027124198,0.0008,0.95,5000
100,1e-05,0.001,0.05,cp,0.9992,0.036245590806898535,0.0008,0.95,5000
100,1e-05,0.001,0.05,normal,0.0006,4.343799179592109e-05,0.9994,0.95,5000
100,1e-05,0.001,0.1,jeffreys,0.9996,0.024758222707912798,0.0004,0.95,5000
100,1e-05,0.001,0.1,cp,0.9996,0.036233784400697265,0.0004,0.95,5000
100,1e-05,0.001,0.1,normal,0.0004,2.537379238254873e-05,0.9996,0.95,5000
100,1e-05,0.001,0.15,jeffreys,0.9994,0.024752346395931754,0.0006,0.95,5000
100,1e-05,0.001,0.15,cp,0.9994,0.0362274863732093,0.0006,0.95,5000
100,1e-05,0.001,0.15,normal,0.0006,1.7700837250792723e-05,0.9994,0.95,5000
100,1e-05,0.001,0.2,jeffreys,1.0,0.024740371942162064,0.0,0.95,5000
100,1e-05,0.001,0.2,cp,1.0,0.036216692645180945,0.0,0.95,5000
100,1e-05,0.001,0.2,normal,0.0,0.0,1.0,0.95,5000
100,5e-05,0.005,0.0,jeffreys,0.9946,0.024848142026089228,0.0054,0.95,5000
100,5e-05,0.005,0.0,cp,0.9946,0.03631383619743614,0.0054,0.95,5000
100,5e-05,0.005,0.0,normal,0.0054,0.00015930753525713457,0.9946,0.95,5000
100,5e-05,0.005,0.01,jeffreys,0.9966,0.0248362020495177,0.0034,0.95,5000
100,5e-05,0.005,0.01,cp,0.9966,0.036305898616441935,0.0034,0.95,5000
100,5e-05,0.005,0.01,normal,0.0032,0.00013735918603682048,0.9968,0.95,5000
100,5e-05,0.005,0.02,jeffreys,0.9978,0.02480698396412089,0.0022,0.95,5000
100,5e-05,0.005,0.02,cp,0.9978,0.03627902398607085,0.0022,0.95,5000
100,5e-05,0.005,0.02,normal,0.002,9.550280560044781e-05,0.998,0.95,5000
100,5e-05,0.005,0.05,jeffreys,0.998,0.02480058191081383,0.002,0.95,5000
100,5e-05,0.005,0.05,cp,0.998,0.036273016011369466,0.002,0.95,5000
100,5e-05,0.005,0.05,normal,0.0018,8.568299527084611e-05,0.9982,0.95,5000
100,5e-05,0.005,0.1,jeffreys,0.998,0.02481527329763408,0.002,0.95,5000
100,5e-05,0.005,0.1,cp,0.998,0.036287737711824274,0.002,0.95,5000
100,5e-05,0.005,0.1,normal,0.0016,0.0001026569247689797,0.9984,0.95,5000
100,5e-05,0.005,0.15,jeffreys,0.999,0.024776652013456565,0.001,0.95,5000
100,5e-05,0.005,0.15,cp,0.999,0.03625105003249942,0.001,0.95,5000
100,5e-05,0.005,0.15,normal,0.0006,5.201429205258128e-05,0.9994,0.95,5000
100,5e-05,0.005,0.2,jeffreys,1.0,0.024740371942162064,0.0,0.95,5000
100,5e-05,0.005,0.2,cp,1.0,0.036216692645180945,0.0,0.95,5000
100,5e-05,0.005,0.2,normal,0.0,0.0,1.0,0.95,5000
100,0.0001,0.01,0.0,jeffreys,0.9924,0.024892048356578097,0.0076,0.95,5000
100,0.0001,0.01,0.0,cp,0.9924,0.03635341320020676,0.0076,0.95,5000
100,0.0001,0.01,0.0,normal,0.0076,0.00022421060517670798,0.9924,0.95,5000
100,0.0001,0.01,0.01,jeffreys,0.9916,0.024968222814403675,0.0084,0.95,5000
100,0.0001,0.01,0.01,cp,0.9916,0.036428139369844015,0.0084,0.95,5000
100,0.0001,0.01,0.01,normal,0.008,0.00032828432271870953,0.992,0.95,5000
100,0.0001,0.01,0.02,jeffreys,0.9946,0.024899169066362976,0.0054,0.95,5000
100,0.0001,0.01,0.02,cp,0.9946,0.03636497155579862,0.0054,0.95,5000
100,0.0001,0.01,0.02,normal,0.005,0.00022641308525165327,0.995,0.95,5000
100,0.0001,0.01,0.05,jeffreys,0.997,0.024880584679640702,0.003,0.95,5000
100,0.0001,0.01,0.05,cp,0.997,0.036351204020483315,0.003,0.95,5000
100,0.0001,0.01,0.05,normal,0.0018,0.00019145789835989414,0.9982,0.95,5000
100,0.0001,0.01,0.1,jeffreys,0.9986,0.02481092476184551,0.0014,0.95,5000
100,0.0001,0.01,0.1,cp,0.9986,0.036284592643939385,0.0014,0.95,5000
100,0.0001,0.01,0.1,normal,0.0008,9.448474873602485e-05,0.9992,0.95,5000
100,0.0001,0.01,0.15,jeffreys,0.9984,0.02484781523749009,0.0016,0.95,5000
100,0.0001,0.01,0.15,cp,0.9984,0.03632116439887684,0.0016,0.95,5000
100,0.0001,0.01,0.15,normal,0.0006,0.000141203314542928,0.9994,0.95,5000
100,0.0001,0.01,0.2,jeffreys,0.9988,0.024849815421137195,0.0012,0.95,5000
100,0.0001,0.01,0.2,cp,0.9988,0.03632392373375044,0.0012,0.95,5000
100,0.0001,0.01,0.2,normal,0.0004,0.0001339751752467155,0.9996,0.95,5000
100,0.0002,0.02,0.0,jeffreys,0.9804,0.025137029128550134,0.0196,0.95,5000
100,0.0002,0.02,0.0,cp,0.9804,0.03657478630328906,0.0196,0.95,5000
100,0.0002,0.02,0.0,normal,0.0196,0.0005854025903387919,0.9804,0.95,5000
100,0.0002,0.02,0.01,jeffreys,0.9864,0.025117208095455514,0.0136,0.95,5000
100,0.0002,0.02,0.01,cp,0.9864,0.03656702620437521,0.0136,0.95,5000
100,0.0002,0.02,0.01,normal,0.0124,0.0005433492883759181,0.9876,0.95,5000
100,0.0002,0.02,0.02,jeffreys,0.9892,0.025035554026680944,0.0108,0.95,5000
100,0.0002,0.02,0.02,cp,0.9892,0.036490801784986655,0.0108,0.95,5000
100,0.0002,0.02,0.02,normal,0.0102,0.00042504013285447597,0.9898,0.95,5000
100,0.0002,0.02,0.05,jeffreys,0.9928,0.02501902800792003,0.0072,0.95,5000
100,0.0002,0.02,0.05,cp,0.9928,0.036481527640280155,0.0072,0.95,5000
100,0.0002,0.02,0.05,normal,0.0052,0.0003881879232367482,0.9948,0.95,5000
100,0.0002,0.02,0.1,jeffreys,0.9946,0.024980649028333697,0.0054,0.95,5000
100,0.0002,0.02,0.1,cp,0.9946,0.03644663282147639,0.0054,0.95,5000
100,0.0002,0.02,0.1,normal,0.004,0.0003229652961098165,0.996,0.95,5000
100,0.0002,0.02,0.15,jeffreys,0.9976,0.02494018250830677,0.0024,0.95,5000
100,0.0002,0.02,0.15,cp,0.9976,0.036412100445847355,0.0024,0.95,5000
100,0.0002,0.02,0.15,normal,0.0004,0.0002538428634759931,0.9996,0.95,5000
100,0.0002,0.02,0.2,jeffreys,0.997,0.02493363495787643,0.003,0.95,5000
100,0.0002,0.02,0.2,cp,0.997,0.03640430540477654,0.003,0.95,5000
100,0.0002,0.02,0.2,normal,0.0016,0.00024643763142678197,0.9984,0.95,5000
100,0.0003,0.03,0.0,jeffreys,0.9716,0.025309908602216408,0.0284,0.95,5000
100,0.0003,0.03,0.0,cp,0.9998,0.03673034504311399,0.0002,0.95,5000
100,0.0003,0.03,0.0,normal,0.0284,0.000841427249943971,0.9716,0.95,5000
100,0.0003,0.03,0.01,jeffreys,0.9756,0.02537944135921629,0.0244,0.95,5000
100,0.0003,0.03,0.01,cp,0.9926,0.03680810506792049,0.0074,0.95,5000
100,0.0003,0.03,0.01,normal,0.0232,0.0009262140645646389,0.9768,0.95,5000
100,0.0003,0.03,0.02,jeffreys,0.985,0.025176541519646364,0.015,0.95,5000
100,0.0003,0.03,0.02,cp,0.9934,0.0366236212612848,0.0066,0.95,5000
100,0.0003,0.03,0.02,normal,0.0138,0.0006210756682009205,0.9862,0.95,5000
100,0.0003,0.03,0.05,jeffreys,0.9882,0.02518446524061279,0.0118,0.95,5000
100,0.0003,0.03,0.05,cp,0.9946,0.03663805002203527,0.0054,0.95,5000
100,0.0003,0.03,0.05,normal,0.009,0.0006123261438661041,0.991,0.95,5000
100,0.0003,0.03,0.1,jeffreys,0.9936,0.025064433453111518,0.0064,0.95,5000
100,0.0003,0.03,0.1,cp,0.9962,0.036528607954266906,0.0038,0.95,5000
100,0.0003,0.03,0.1,normal,0.0036,0.0004317057450347091,0.9964,0.95,5000
100,0.0003,0.03,0.15,jeffreys,0.9944,0.02507874517945725,0.0056,0.95,5000
100,0.0003,0.03,0.15,cp,0.996,0.0365444911470065,0.004,0.95,5000
100,0.0003,0.03,0.15,normal,0.0032,0.00043768492796945007,0.9968,0.95,5000
100,0.0003,0.03,0.2,jeffreys,0.9958,0.025004788382747577,0.0042,0.95,5000
100,0.0003,0.03,0.2,cp,0.997,0.03647323550941797,0.003,0.95,5000
100,0.0003,0.03,0.2,normal,0.0018,0.0003440086026334446,0.9982,0.95,5000
100,0.0004,0.04,0.0,jeffreys,0.965,0.025444373441972104,0.035,0.95,5000
100,0.0004,0.04,0.0,cp,0.9996,0.03685182532268352,0.0004,0.95,5000
100,0.0004,0.04,0.0,normal,0.035,0.0010397240797758057,0.965,0.95,5000
100,0.0004,0.04,0.01,jeffreys,0.9714,0.025481530750585082,0.0286,0.95,5000
100,0.0004,0.04,0.01,cp,0.9914,0.03690194231180696,0.0086,0.95,5000
100,0.0004,0.04,0.01,normal,0.0272,0.001071619285903619,0.9728,0.95,5000
100,0.0004,0.04,0.02,jeffreys,0.9792,0.025448256919801307,0.0208,0.95,5000
100,0.0004,0.04,0.02,cp,0.9892,0.03688436934507693,0.0108,0.95,5000
100,0.0004,0.04,0.02,normal,0.0172,0.0010002256101840998,0.9828,0.95,5000
100,0.0004,0.04,0.05,jeffreys,0.987,0.025207123936947077,0.013,0.95,5000
100,0.0004,0.04,0.05,cp,0.9924,0.0366583858601142,0.0076,0.95,5000
100,0.0004,0.04,0.05,normal,0.0108,0.0006577110480180367,0.9892,0.95,5000
100,0.0004,0.04,0.1,jeffreys,0.9916,0.025100635777245417,0.0084,0.95,5000
100,0.0004,0.04,0.1,cp,0.995,0.036560872218948694,0.005,0.95,5000
100,0.0004,0.04,0.1,normal,0.0058,0.0004913447423136565,0.9942,0.95,5000
100,0.0004,0.04,0.15,jeffreys,0.9928,0.02503858470769226,0.0072,0.95,5000
100,0.0004,0.04,0.15,cp,0.9958,0.03650111078534068,0.0042,0.95,5000
100,0.0004,0.04,0.15,normal,0.0054,0.00040864652879306443,0.9946,0.95,5000
100,0.0004,0.04,0.2,jeffreys,0.9936,0.025119468098318443,0.0064,0.95,5000
100,0.0004,0.04,0.2,cp,0.9942,0.03658380597687896,0.0058,0.95,5000
100,0.0004,0.04,0.2,normal,0.0026,0.0005066904737560209,0.9974,0.95,5000
100,0.0005,0.05,0.0,jeffreys,0.9532,0.02568810857764343,0.0468,0.95,5000
100,0.0005,0.05,0.0,cp,0.999,0.0370723497876806,0.001,0.95,5000
100,0.0005,0.05,0.0,normal,0.0468,0.0013986034059274067,0.9532,0.95,5000
100,0.0005,0.05,0.01,jeffreys,0.969,0.02556915708561517,0.031,0.95,5000
100,0.0005,0.05,0.01,cp,0.99,0.03698494899971027,0.01,0.95,5000
100,0.0005,0.05,0.01,normal,0.0292,0.0011950553004742557,0.9708,0.95,5000
100,0.0005,0.05,0.02,jeffreys,0.9722,0.025524442350927386,0.0278,0.95,5000
100,0.0005,0.05,0.02,cp,0.9902,0.03694660946620375,0.0098,0.95,5000
100,0.0005,0.05,0.02,normal,0.0252,0.0011265880613045428,0.9748,0.95,5000
100,0.0005,0.05,0.05,jeffreys,0.9826,0.02534545688123734,0.0174,0.95,5000
100,0.0005,0.05,0.05,cp,0.991,0.03678820940429629,0.009,0.95,5000
100,0.0005,0.05,0.05,normal,0.013,0.0008571629117488753,0.987,0.95,5000
100,0.0005,0.05,0.1,jeffreys,0.9876,0.025308961140478384,0.0124,0.95,5000
100,0.0005,0.05,0.1,cp,0.9912,0.03676165810065816,0.0088,0.95,5000
100,0.0005,0.05,0.1,normal,0.0084,0.0007763370616402258,0.9916,0.95,5000
100,0.0005,0.05,0.15,jeffreys,0.9904,0.025258776005790524,0.0096,0.95,5000
100,0.0005,0.05,0.15,cp,0.9938,0.036716901915012166,0.0062,0.95,5000
100,0.0005,0.05,0.15,normal,0.006,0.000682010408483837,0.994,0.95,5000
100,0.0005,0.05,0.2,jeffreys,0.9928,0.02513128961940052,0.0072,0.95,5000
100,0.0005,0.05,0.2,cp,0.9956,0.03659396782394914,0.0044,0.95,5000
100,0.0005,0.05,0.2,normal,0.0042,0.0005130418559433181,0.9958,0.95,5000
100,0.0007000000000000001,0.07,0.0,jeffreys,0.936,0.026045105493820137,0.064,0.95,5000
100,0.0007000000000000001,0.07,0.0,cp,0.998,0.03739551634744812,0.002,0.95,5000
100,0.0007000000000000001,0.07,0.0,normal,0.064,0.0019239655074823712,0.936,0.95,5000
100,0.0007000000000000001,0.07,0.01,jeffreys,0.9504,0.02598810108080026,0.0496,0.95,5000
100,0.0007000000000000001,0.07,0.01,cp,0.9876,0.03736741269131422,0.0124,0.95,5000
100,0.0007000000000000001,0.07,0.01,normal,0.0476,0.001810268856282963,0.9524,0.95,5000
100,0.0007000000000000001,0.07,0.02,jeffreys,0.9618,0.025906899716928482,0.0382,0.95,5000
100,0.0007000000000000001,0.07,0.02,cp,0.9842,0.0373090280860391,0.0158,0.95,5000
100,0.0007000000000000001,0.07,0.02,normal,0.034,0.0016603416643038652,0.966,0.95,5000
100,0.0007000000000000001,0.07,0.05,jeffreys,0.9752,0.025699594705221436,0.0248,0.95,5000
100,0.0007000000000000001,0.07,0.05,cp,0.9864,0.03712824943144344,0.0136,0.95,5000
100,0.0007000000000000001,0.07,0.05,normal,0.0186,0.0013292665397013675,0.9814,0.95,5000
100,0.0007000000000000001,0.07,0.1,jeffreys,0.982,0.0256012593055524,0.018,0.95,5000
100,0.0007000000000000001,0.07,0.1,cp,0.9896,0.03704331757348135,0.0104,0.95,5000
100,0.0007000000000000001,0.07,0.1,normal,0.0114,0.0011546348447882277,0.9886,0.95,5000
100,0.0007000000000000001,0.07,0.15,jeffreys,0.9888,0.025414417713711317,0.0112,0.95,5000
100,0.0007000000000000001,0.07,0.15,cp,0.9922,0.036869679438020775,0.0078,0.95,5000
100,0.0007000000000000001,0.07,0.15,normal,0.0062,0.0008794500507935723,0.9938,0.95,5000
100,0.0007000000000000001,0.07,0.2,jeffreys,0.9898,0.02537478920400286,0.0102,0.95,5000
100,0.0007000000000000001,0.07,0.2,cp,0.9932,0.03683191136356817,0.0068,0.95,5000
100,0.0007000000000000001,0.07,0.2,normal,0.0054,0.0008191323171039831,0.9946,0.95,5000
100,0.001,0.1,0.0,jeffreys,0.9046,0.026717332398763637,0.0954,0.95,5000
100,0.001,0.1,0.0,cp,0.995,0.03800602457744491,0.005,0.95,5000
100,0.001,0.1,0.0,normal,0.0954,0.002910521618773035,0.9046,0.95,5000
100,0.001,0.1,0.01,jeffreys,0.9362,0.026397958134213036,0.0638,0.95,5000
100,0.001,0.1,0.01,cp,0.98,0.03774954067912799,0.02,0.95,5000
100,0.001,0.1,0.01,normal,0.0612,0.0023954473613215137,0.9388,0.95,5000
100,0.001,0.1,0.02,jeffreys,0.9474,0.02632890980534457,0.0526,0.95,5000
100,0.001,0.1,0.02,cp,0.9764,0.03770300049287951,0.0236,0.95,5000
100,0.001,0.1,0.02,normal,0.047,0.0022708755083158047,0.953,0.95,5000
100,0.001,0.1,0.05,jeffreys,0.9698,0.02584566116781737,0.0302,0.95,5000
100,0.001,0.1,0.05,cp,0.9856,0.03726377418738457,0.0144,0.95,5000
100,0.001,0.1,0.05,normal,0.024,0.0015384079611772516,0.976,0.95,5000
100,0.001,0.1,0.1,jeffreys,0.98,0.025709826257118606,0.02,0.95,5000
100,0.001,0.1,0.1,cp,0.9862,0.037148195250433266,0.0138,0.95,5000
100,0.001,0.1,0.1,normal,0.012,0.001314983746768625,0.988,0.95,5000
100,0.001,0.1,0.15,jeffreys,0.9846,0.02559628710050973,0.0154,0.95,5000
100,0.001,0.1,0.15,cp,0.9896,0.03704350300242686,0.0104,0.95,5000
100,0.001,0.1,0.15,normal,0.0086,0.0011280948285849904,0.9914,0.95,5000
100,0.001,0.1,0.2,jeffreys,0.9858,0.025576244241801844,0.0142,0.95,5000
100,0.001,0.1,0.2,cp,0.989,0.037025745053061096,0.011,0.95,5000
100,0.001,0.1,0.2,normal,0.0082,0.0010902489149476119,0.9918,0.95,5000
100,0.0015,0.15,0.0,jeffreys,0.9872,0.02767499131509062,0.0128,0.95,5000
100,0.0015,0.15,0.0,cp,0.9872,0.038880400331477376,0.0128,0.95,5000
100,0.0015,0.15,0.0,normal,0.1378,0.004307695961416314,0.8622,0.95,5000
100,0.0015,0.15,0.01,jeffreys,0.967,0.02732186691806358,0.033,0.95,5000
100,0.0015,0.15,0.01,cp,0.967,0.03860913344056786,0.033,0.95,5000
100,0.0015,0.15,0.01,normal,0.0928,0.003727385484401549,0.9072,0.95,5000
100,0.0015,0.15,0.02,jeffreys,0.9692,0.027024011932703814,0.0308,0.95,5000
100,0.0015,0.15,0.02,cp,0.9692,0.038353437874623655,0.0308,0.95,5000
100,0.0015,0.15,0.02,normal,0.0664,0.003257421674447181,0.9336,0.95,5000
100,0.0015,0.15,0.05,jeffreys,0.973,0.026580858137584228,0.027,0.95,5000
100,0.0015,0.15,0.05,cp,0.973,0.03796130306240967,0.027,0.95,5000
100,0.0015,0.15,0.05,normal,0.0392,0.0025731208319242638,0.9608,0.95,5000
100,0.0015,0.15,0.1,jeffreys,0.9798,0.02636343220374664,0.0202,0.95,5000
100,0.0015,0.15,0.1,cp,0.9798,0.0377758130617029,0.0202,0.95,5000
100,0.0015,0.15,0.1,normal,0.0212,0.0021755270829427235,0.9788,0.95,5000
100,0.0015,0.15,0.15,jeffreys,0.9836,0.026173867622173823,0.0164,0.95,5000
100,0.0015,0.15,0.15,cp,0.9836,0.03760457416450567,0.0164,0.95,5000
100,0.0015,0.15,0.15,normal,0.0124,0.001869103473611297,0.9876,0.95,5000
100,0.0015,0.15,0.2,jeffreys,0.9852,0.025943297618401112,0.0148,0.95,5000
100,0.0015,0.15,0.2,cp,0.9852,0.03738234370527882,0.0148,0.95,5000
100,0.0015,0.15,0.2,normal,0.011,0.001566072624668168,0.989,0.95,5000
100,0.002,0.2,0.0,jeffreys,0.9818,0.02872562412423112,0.0182,0.95,5000
100,0.002,0.2,0.0,cp,0.9818,0.039835518717202714,0.0182,0.95,5000
100,0.002,0.2,0.0,normal,0.1864,0.005847926511808305,0.8136,0.95,5000
100,0.002,0.2,0.01,jeffreys,0.9502,0.02838041015978203,0.0498,0.95,5000
100,0.002,0.2,0.01,cp,0.9502,0.03959634041453161,0.0498,0.95,5000
100,0.002,0.2,0.01,normal,0.1306,0.00524476629697856,0.8694,0.95,5000
